text,source,part,Happiness_M,Sadness_M,Anger_M,Disgust_M,Fear_M,Pride_M,Valence_M,Arousal_M,Irony_M,norm_Happiness_M,norm_Sadness_M,norm_Anger_M,norm_Disgust_M,norm_Fear_M,norm_Pride_M,norm_Valence_M,norm_Arousal_M,is_single_sentence
Koledzy z Ujazdowskich i Nowogrodzkiej nie byliby zadowoleni.,,6,1.6,1.2,2.2,2.6,1.6,1.0,2.4,2.8,3.0,0.15,0.0499999999999999,0.3,0.4,0.15,0.0,0.35,0.4499999999999999,True
"Zostałem zawieszony w trybie tajnym, nie mogłem wysłać tam moich obrońców.",,31,1.0,2.0,2.4,1.2,2.0,1.0,2.0,3.2,0.0,0.0,0.25,0.35,0.0499999999999999,0.25,0.0,0.25,0.55,True
Już jutro będziecie mogli spotkać mnie i Anna Górska nad morzem w Kołobrzegu.,,71,3.4,1.0,1.0,1.0,1.0,2.8,4.2,2.6,0.0,0.6,0.0,0.0,0.0,0.0,0.4499999999999999,0.8,0.4,True
4:48 ten pan wrócił mi wiarę w starszych ludzi że potrafią samodzielnie myśleć,youtube,39,2.8,1.6,1.0,1.0,1.0,2.0,3.6,1.6,0.0,0.4499999999999999,0.15,0.0,0.0,0.0,0.25,0.65,0.15,True
Koncern Iberdrola zainwestuje 77 mld euro do 2025 r. w radykalną transformację energetyczną,twitter,42,1.4,1.0,1.0,1.0,1.0,1.4,3.0,1.2,0.0,0.0999999999999999,0.0,0.0,0.0,0.0,0.0999999999999999,0.5,0.0499999999999999,True
"Jeśli nie podejmiemy zdecydowanych działań i stałych inwestycji, tak się właśnie stanie.",,32,1.0,3.0,1.8,1.0,2.8,1.2,1.8,3.0,0.0,0.0,0.5,0.2,0.0,0.4499999999999999,0.0499999999999999,0.2,0.5,True
"Wspierany przez grupę Alibaba chiński start-up AutoX rozpoczął w mieście Shenzhen testy w pełni autonomicznych taksówek, bez kierowców zabezpieczających ani systemów umożliwiających przejęcie zdalnego sterowania pojazdem",twitter,5,1.4,1.2,1.4,1.0,1.8,2.2,3.0,1.4,0.0,0.0999999999999999,0.0499999999999999,0.0999999999999999,0.0,0.2,0.3,0.5,0.0999999999999999,True
"Hmmm, ciekawe czy orzeczenie TK ws. aborcji i zachwianie poczuciem bezpieczeństwa młodych kobiet pomogło  odnośnik ",twitter,87,1.0,2.4,3.0,2.2,1.6,1.2,1.6,2.6,2.0,0.0,0.35,0.5,0.3,0.15,0.0499999999999999,0.15,0.4,True
"Został odwołany przez pozostałych członków nowej Krajowej Rady Sądownictwa, pomimo iż przepisy prawa nie przewidują takiej kompetencji dla członków rady.",,39,1.0,1.6,2.6,1.0,1.0,1.0,2.0,1.8,1.0,0.0,0.15,0.4,0.0,0.0,0.0,0.25,0.2,True
Jednym z najważniejszych naszych projektów jest wsparcie psychologiczne udzielane osobom LGBT+.,,18,3.2,1.2,1.0,1.0,1.0,3.6,4.4,3.0,0.0,0.55,0.0499999999999999,0.0,0.0,0.0,0.65,0.8500000000000001,0.5,True
Białoruś: w Mińsku milicyjne suki wróciły na ulice odnośnik ,twitter,71,1.0,1.4,2.4,1.4,1.8,1.2,2.2,2.6,0.0,0.0,0.0999999999999999,0.35,0.0999999999999999,0.2,0.0499999999999999,0.3,0.4,True
Sieć dobro&amp;dobro cafe rozpoczyna zbiórkę na rzecz pomocy Ukrainie,twitter,39,3.0,1.0,1.0,1.0,1.0,2.8,3.8,1.4,0.0,0.5,0.0,0.0,0.0,0.0,0.4499999999999999,0.7,0.0999999999999999,True
"GUS potwierdził dziś fatalne dane inflacyjne - mamy rekord, czyli 17,2% Prezes NBP uparcie przekonuje, że recesja nam nie grozi, a gospodarka jest w bardzo dobrym stanie.",,80,1.0,2.8,3.2,2.2,3.0,1.0,1.4,3.2,1.0,0.0,0.4499999999999999,0.55,0.3,0.5,0.0,0.0999999999999999,0.55,True
użytkownicy Mój znicz nie jest plastikowy,twitter,37,1.4,2.0,2.2,1.8,1.2,2.4,2.2,2.2,0.0,0.0999999999999999,0.25,0.3,0.2,0.0499999999999999,0.35,0.3,0.3,True
"użytkownicy Na najbliższym posiedzeniu będzie więc głosowanie  ""Rozstrzygnięcie przez Sejm wniosku o uzupełnienie porządku dziennego o punkt: Pierwszego czytanie poselskiego projektu ustawy o zmianie ustawy - Kodeks karny"".",twitter,35,1.0,1.0,1.0,1.0,1.0,1.2,3.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0499999999999999,0.5,0.0999999999999999,True
"Ciekawe czy tym wszystkim będzie do śmiechu, jak w odwecie ruscy zaczną wprowadzać swoje sankcje na Europę, gdzie to wszystko odczują przede wszystkim my zwykli ludzie.",youtube,30,1.0,1.8,3.8,1.8,2.8,1.4,1.4,3.4,0.0,0.0,0.2,0.7,0.2,0.4499999999999999,0.0999999999999999,0.0999999999999999,0.6,True
"Zaapeluj do Tajlandii, by wycofała wszystkie zarzuty przeciwko Rung.",,87,1.0,1.4,2.0,1.0,1.6,1.2,2.4,2.0,1.0,0.0,0.0999999999999999,0.25,0.0,0.15,0.0499999999999999,0.35,0.25,True
użytkownicy To trolle mają stopnie?,twitter,80,1.2,1.6,2.6,2.0,1.0,1.0,1.8,2.8,3.0,0.0499999999999999,0.15,0.4,0.25,0.0,0.0,0.2,0.4499999999999999,True
Zbieramy elektorat zmęczonych nieporządkiem PiS polskich nauczycieli ,,4,1.2,2.0,4.0,3.0,2.4,2.0,2.2,3.4,0.0,0.0499999999999999,0.25,0.75,0.5,0.35,0.25,0.3,0.6,True
"Czyli GW sama przyznaje, że tłok był (mimo że rzeczniczka ratusza wrzucała zdjęcia pustego busa).",,14,1.6,1.2,2.8,2.0,1.2,1.4,2.0,1.6,2.0,0.15,0.0499999999999999,0.4499999999999999,0.25,0.0499999999999999,0.0999999999999999,0.25,0.15,True
Niech się święci Pierwszy Maja!,,89,3.8,1.0,1.0,1.0,1.0,2.4,4.2,2.4,0.0,0.7,0.0,0.0,0.0,0.0,0.35,0.8,0.35,True
Człowiek Morawieckiego na czele rady nadzorczej PZU odnośnik ,twitter,22,1.0,1.0,2.2,1.6,1.0,1.0,2.4,1.6,0.0,0.0,0.0,0.3,0.15,0.0,0.0,0.35,0.15,True
"Pamiętaj, że paczki dla Rodziny ze Szlachetnej Paczki nie musisz przygotowywać sam_a  Działaj w grupie, zrób PACZKĘ ze współpracownikami!",,52,2.8,1.2,1.0,1.0,1.0,3.8,4.2,2.6,0.0,0.4499999999999999,0.0499999999999999,0.0,0.0,0.0,0.7,0.8,0.4,True
Polska nie chce jeszcze pomocy.,youtube,17,1.0,2.2,2.2,1.6,2.6,1.0,2.2,2.2,0.0,0.0,0.3,0.3,0.15,0.4,0.0,0.3,0.3,True
"Dziś 12 rocznica śmierci mojego Taty, myślę, że nie chciałby żyć w takiej Polsce...",,81,1.2,4.0,2.4,2.0,1.6,1.0,1.2,3.2,0.0,0.0499999999999999,0.75,0.35,0.25,0.15,0.0,0.0499999999999999,0.55,True
"Przez terytorium Kazachstanu przebiega pięć szlaków kolejowych i sześć międzynarodowych szlaków samochodowych, które łączą Chiny i inne kraje azjatyckie z Europą i Bliskim Wschodem.",twitter,49,1.0,1.0,1.0,1.0,1.0,1.2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0499999999999999,0.5,0.0,True
użytkownicy A w dni bezwietrzne będzie po prostu dmuchał w kierunku tego wiatraka.,twitter,55,2.0,1.0,2.2,2.4,1.0,1.4,1.6,3.0,4.0,0.25,0.0,0.3,0.35,0.0,0.0999999999999999,0.15,0.5,True
"Odpowiedzi są zaś tak sformułowane, żeby wprost nie skłamać, ale i prawdy nie powiedzieć.",,2,1.2,2.6,2.6,2.2,1.2,1.2,2.6,2.6,1.0,0.0499999999999999,0.4,0.4,0.3,0.0499999999999999,0.0499999999999999,0.4,0.4,True
Akcja wojenna nastąpiła po olimpiadzie i idzie zgodnie z planem.,youtube,13,2.4,1.2,1.8,1.4,1.2,3.2,3.2,2.2,0.0,0.35,0.0499999999999999,0.2,0.0999999999999999,0.0499999999999999,0.55,0.55,0.3,True
"użytkownicy Mało ich już jest, ale proszę wpaść do redakcji na Prostą 30 a jakiś piatek 12-14, to może jeszcze będzie;)",twitter,0,2.6,1.0,1.0,1.0,1.0,1.6,4.2,2.4,0.0,0.4,0.0,0.0,0.0,0.0,0.15,0.8,0.35,True
 Jak zwykle zachęcam do zadawania pytań pod postami o Q&A  Postaram się odpowiedzieć na jak najwięcej z nich.,,79,2.6,1.0,1.0,1.0,1.0,2.0,4.0,2.4,0.0,0.4,0.0,0.0,0.0,0.0,0.25,0.75,0.35,True
W miejscu obecnego budynku powstanie zupełnie nowa pływalnia.,,9,2.8,1.4,1.0,1.0,1.0,3.0,3.8,1.8,0.0,0.4499999999999999,0.0999999999999999,0.0,0.0,0.0,0.5,0.7,0.2,True
"użytkownicy Samorządy mają udział taki sam w grantach jak i pożyczkach - po 5,5 mld €.",twitter,0,1.4,1.6,1.6,1.8,1.6,1.0,2.6,1.6,0.0,0.0999999999999999,0.15,0.15,0.2,0.15,0.0,0.4,0.15,True
użytkownicy Taką piosenkę można kupić w każdym sklepie z pieczątkami,twitter,18,2.2,1.0,1.8,1.2,1.0,1.4,2.8,2.2,2.0,0.3,0.0,0.2,0.0499999999999999,0.0,0.0999999999999999,0.4499999999999999,0.3,True
"Portugalska Prezydencja: będzie opierać się na trzech głównych założeniach, czyli sprawiedliwszej, bardziej ekologicznej i bardziej cyfrowej Europie.",twitter,49,1.6,1.0,1.0,1.0,1.0,1.4,3.6,1.2,0.0,0.15,0.0,0.0,0.0,0.0,0.0999999999999999,0.65,0.0499999999999999,True
Przeciw #MegaPodatek.,,82,1.0,1.8,3.0,2.0,2.2,2.0,1.8,2.2,1.0,0.0,0.2,0.5,0.25,0.3,0.25,0.2,0.3,True
Przez cały październik będziemy też publikować filmy opowiadające historie pięciu tęczowych rodzin - par osób tej samej płci - które wspólnie wychowują dzieci w Polsce i nie boją się mówić głośno “jesteśmy rodziną”!,,21,4.0,1.0,1.0,1.0,1.2,4.2,4.2,3.4,0.0,0.75,0.0,0.0,0.0,0.0499999999999999,0.8,0.8,0.6,True
Przez trzy lata ciężko pracowałem na wynik w tych wyborach.,,49,2.0,1.0,1.2,1.0,1.4,3.2,3.4,2.4,0.0,0.25,0.0,0.0499999999999999,0.0,0.0999999999999999,0.55,0.6,0.35,True
Od 1 września 2022 r. przeciętne wynagrodzenie wzrośnie o 1 412 zł i będzie wynosiło 4⃣9⃣5⃣0⃣ zł.,,4,2.0,1.6,1.2,1.0,1.2,1.2,3.0,1.8,0.0,0.25,0.15,0.0499999999999999,0.0,0.0499999999999999,0.0499999999999999,0.5,0.2,True
"Z raportu ""Branżowy Bilans Kapitału Ludzkiego - Gospodarka wodno-ściekowa i rekultywacja"" wynika, że pracodawcy z branży wodno-ściekowej i rekultywacji w ciągu najbliższych 3 lat planują podwyższyć średnią marżę sprzedaży (55 %firm), zwiększyć nakłady na innowacyjność (53%)",twitter,23,2.0,1.0,1.0,1.0,1.0,2.2,3.6,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.3,0.65,0.0,True
"Tak z innej mańki, to zastanawiam się nad tym ""wyprowadzaniem Polski z Europy"" i jednak dochodzę do wniosku, że przy dzisiejszym stanie wiedzy inżynieryjnej, to mimo wszystko niemożliwe odnośnik ",twitter,54,1.4,1.8,1.2,1.4,1.4,1.0,2.4,2.4,1.0,0.0999999999999999,0.2,0.0499999999999999,0.0999999999999999,0.0999999999999999,0.0,0.35,0.35,True
użytkownicy Okaże Pan Redaktor ten cały triceps jutro...?,twitter,71,1.6,1.0,1.6,1.6,1.0,1.6,2.6,3.0,4.0,0.15,0.0,0.15,0.15,0.0,0.15,0.4,0.5,True
Zróbcie ją!,,46,2.6,1.0,1.2,1.0,1.0,1.8,3.6,3.6,0.0,0.4,0.0,0.0499999999999999,0.0,0.0,0.2,0.65,0.65,True
"- Pytałyśmy w MEIN pana Góreckiego, czy wiedział, co było w ankiecie.",,67,1.0,1.8,2.6,1.6,2.0,1.4,2.0,1.8,0.0,0.0,0.2,0.4,0.15,0.25,0.0999999999999999,0.25,0.2,True
Andy Jesse zastąpi Jeffa Bezosa na stanowisku dyrektora generalnego największego na świecie sprzedawcy internetowego Amazon 5 lipca.,twitter,65,2.0,1.2,1.0,1.0,1.4,1.6,3.6,1.4,0.0,0.25,0.0499999999999999,0.0,0.0,0.0999999999999999,0.15,0.65,0.0999999999999999,True
"W urzędach pracy w lipcu zarejestrowano 103,5 tys. nowych bezrobotnych.",twitter,49,1.0,1.2,1.0,1.0,1.2,1.0,2.8,1.0,0.0,0.0,0.0499999999999999,0.0,0.0,0.0499999999999999,0.0,0.4499999999999999,0.0,True
użytkownicy Dzięki ,twitter,31,4.6,1.0,1.0,1.0,1.0,2.6,4.6,3.4,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.4,0.8999999999999999,0.6,True
"Dziś, kiedy prawda historyczna tak często staje się elementem politycznej rozgrywki, Polska i Wielka Brytania dostrzegają próby innych państw pisania historii na nowo.",,96,1.0,2.0,2.0,1.2,1.6,1.0,2.4,2.2,0.0,0.0,0.25,0.25,0.0499999999999999,0.15,0.0,0.35,0.3,True
w powidłach z wiśni Do konfitur dalej będzie można dodawać zagęszczony sok z cytrusów oraz produkować dżemy z obniżoną zawartością cukrów na podstawie polskich przepisów,twitter,44,3.4,1.4,1.0,1.0,1.0,1.8,3.4,1.8,0.0,0.6,0.0999999999999999,0.0,0.0,0.0,0.2,0.6,0.2,True
Podobno ściągalność podatków w jego dzielnicy jest rekordowa,,51,2.2,1.2,2.2,2.0,1.6,1.8,3.0,2.6,4.0,0.3,0.0499999999999999,0.3,0.25,0.15,0.2,0.5,0.4,True
"użytkownicy Myślę, że to poniżej jego godności",twitter,92,1.0,1.8,1.8,3.0,1.4,2.2,2.0,2.6,2.0,0.0,0.2,0.2,0.5,0.0999999999999999,0.3,0.25,0.4,True
użytkownicy A to już kto co lubi  ja metodą zeto waste robię np. pierogi z mięsem z mięsa i warzyw z rosołu,twitter,25,3.8,1.0,1.0,1.0,1.0,2.8,4.4,2.0,0.0,0.7,0.0,0.0,0.0,0.0,0.4499999999999999,0.8500000000000001,0.25,True
"użytkownicy Polskie idiotki jeszcze nie - ale jeśli angielskie już tak, to za jakiś czas i do naszych dotrze",twitter,66,1.0,1.4,3.2,3.2,1.2,1.2,1.6,3.0,3.0,0.0,0.0999999999999999,0.55,0.55,0.0499999999999999,0.0499999999999999,0.15,0.5,True
użytkownicy Dzięki i wszystkim wymienionym #FFBack!,twitter,73,3.4,1.0,1.0,1.0,1.0,1.4,3.6,2.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0999999999999999,0.65,0.25,True
Jednym z głównych zadań RPO jest patrzenie na ręce politykom i instytucjom państwa oraz strzeżenie praw człowieka i obywatela.,,92,1.6,1.2,1.2,1.2,1.2,2.8,3.2,2.0,0.0,0.15,0.0499999999999999,0.0499999999999999,0.0499999999999999,0.0499999999999999,0.4499999999999999,0.55,0.25,True
"użytkownicy Też bym chciała, ale nie ma takiego kraju na świecie, co nie znaczy, że nie jest to cel, do którego trzeba świadomie zmierzać.",twitter,45,1.6,2.4,1.6,1.0,1.8,1.4,2.6,2.8,0.0,0.15,0.35,0.15,0.0,0.2,0.0999999999999999,0.4,0.4499999999999999,True
Równość górą!,,38,3.4,1.0,1.0,1.0,1.0,4.0,4.6,2.8,0.0,0.6,0.0,0.0,0.0,0.0,0.75,0.8999999999999999,0.4499999999999999,True
użytkownicy a wiceministrowie dodatek dostaną jako służbiści cywilni...,twitter,67,1.0,1.8,2.6,1.8,1.2,1.0,1.8,1.8,0.0,0.0,0.2,0.4,0.2,0.0499999999999999,0.0,0.2,0.2,True
"W czasie kiedy nie zarabiamy, w czasie kiedy jest kryzys.",,34,1.0,2.8,1.4,1.2,2.2,1.0,2.0,1.4,0.0,0.0,0.4499999999999999,0.0999999999999999,0.0499999999999999,0.3,0.0,0.25,0.0999999999999999,True
"użytkownicy Sadło,i wszystko jasne...",twitter,52,1.2,1.8,2.0,2.0,1.4,1.0,2.2,2.4,1.0,0.0499999999999999,0.2,0.25,0.25,0.0999999999999999,0.0,0.3,0.35,True
"Wilk syty, owca cała.",,93,2.0,1.0,1.0,1.0,1.0,1.0,3.2,1.6,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.55,0.15,True
 Przeprowadzka w programie Refugees Welcome Polska  Zaglądamy przez kolejną dziurkę od klucza!,,47,3.6,1.0,1.0,1.0,1.0,3.4,4.4,2.6,0.0,0.65,0.0,0.0,0.0,0.0,0.6,0.8500000000000001,0.4,True
Prezydent Macron próbuje przejąć inicjatywę w konfliktach na Bliskim Wschodzie odnośnik via użytkownicy ,twitter,76,1.0,1.0,1.0,1.0,1.2,1.0,3.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0499999999999999,0.0,0.5,0.0499999999999999,True
Całym sercem jestem z Panem i jego rodziną.,youtube,29,2.2,2.6,1.0,1.0,1.2,1.4,3.0,2.4,0.0,0.3,0.4,0.0,0.0,0.0499999999999999,0.0999999999999999,0.5,0.35,True
"HahHa kodziarstwo nadal nie rozumie, że podwyżki energii są w całej Europie, a Tusk jest bezpośrednio odpowiedzialny za nordstream 2 xd i to JEST WINA TUSKA, ludzie którzy tak twierdzą wiedzą więcej niż pseudodziennikarze z agory xd",youtube,80,1.0,1.8,3.6,3.4,1.0,1.8,1.4,3.6,1.0,0.0,0.2,0.65,0.6,0.0,0.2,0.0999999999999999,0.65,True
"Profesor Andrzej Zapałowski, Karolina Pikuła, Sebastian Pitoń i ja zapraszamy Państwa serdecznie na spotkania otwarte do Przeworska i Rzeszowa: 2⃣8⃣ sierpnia, godz. 18:00, _odnośnik_ sierpnia, godz. 18:00, _odnośnik_ Krosno | Korona Rzeszów | Konfederacja Korony Polskiej",,41,4.2,1.0,1.0,1.0,1.0,4.0,4.2,2.8,0.0,0.8,0.0,0.0,0.0,0.0,0.75,0.8,0.4499999999999999,True
"Czy ja bym mogła się z moimi drogimi interlokutorami umówić tak - jest 3 lata do wyborów i nie ma (na razie) żadnego powodu, żeby uważać, że będą wcześniej, jeśli w czerwcu Hołownia będzie nadal miał sondaże w okolicy 20% to zacznę brać go pod uwagę w analizie, ok?",twitter,23,1.4,1.0,2.2,1.8,1.0,2.2,2.6,2.8,3.0,0.0999999999999999,0.0,0.3,0.2,0.0,0.3,0.4,0.4499999999999999,True
"Mamy dosyć wmawiania nam, że poczucie dumy narodowej jest złe, mamy dosyć politycznej poprawności, mamy dosyć twierdzeń, że mamy wyrzec się naszej tradycji, naszych przekonań i naszej polskości.",,89,1.0,2.6,4.4,3.2,1.2,2.6,1.0,4.4,0.0,0.0,0.4,0.8500000000000001,0.55,0.0499999999999999,0.4,0.0,0.8500000000000001,True
"Jan Lityński zawsze stał po stronie dobra, niósł pomoc.",,4,2.4,2.2,1.0,1.0,1.0,4.0,3.6,1.6,0.0,0.35,0.3,0.0,0.0,0.0,0.75,0.65,0.15,True
USA zaatakowały pozycje talibów w Helmandzie odnośnik via użytkownicy ,twitter,1,1.0,1.0,1.2,1.4,1.4,1.4,2.8,1.6,0.0,0.0,0.0,0.0499999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.4499999999999999,0.15,True
użytkownicy I nic nie może zrobić ,twitter,31,2.0,1.8,1.2,1.4,1.4,1.0,3.0,2.2,2.0,0.25,0.2,0.0499999999999999,0.0999999999999999,0.0999999999999999,0.0,0.5,0.3,True
Mieszkańcy i mieszkanki takich miast jak Wiedeń czy Berlin mają wyborów.,,62,1.8,2.2,1.2,1.0,1.4,1.4,2.6,1.8,0.0,0.2,0.3,0.0499999999999999,0.0,0.0999999999999999,0.0999999999999999,0.4,0.2,True
użytkownicy Z niemieckiego gospodarstwa.,twitter,68,1.0,1.2,1.4,1.4,1.4,1.2,2.8,1.2,0.0,0.0,0.0499999999999999,0.0999999999999999,0.0999999999999999,0.0999999999999999,0.0499999999999999,0.4499999999999999,0.0499999999999999,True
"O 17:30 polskiego czasu ""ważne oświadczenie"" sztabu Trumpa w Las Vegas (Nevada).",twitter,2,1.2,1.2,1.0,1.2,1.4,1.0,2.8,2.6,1.0,0.0499999999999999,0.0499999999999999,0.0,0.0499999999999999,0.0999999999999999,0.0,0.4499999999999999,0.4,True
"Sekretarz Energii USA Dan Brouillette ogłosił nową strategię, która ma prowadzić do odzyskania przez Stany Zjednoczone pozycji lidera w globalnym sektorze energii jądrowej.",twitter,25,1.4,1.0,1.0,1.0,1.2,1.6,3.2,1.4,0.0,0.0999999999999999,0.0,0.0,0.0,0.0499999999999999,0.15,0.55,0.0999999999999999,True
Punktualność pociągów pasażerskich i towarowych wzrosła,twitter,38,2.4,1.0,1.0,1.0,1.0,2.2,3.8,1.8,0.0,0.35,0.0,0.0,0.0,0.0,0.3,0.7,0.2,True
Jak można tego uniknąć?,,89,1.0,2.2,1.0,1.0,1.6,1.2,2.2,2.6,0.0,0.0,0.3,0.0,0.0,0.15,0.0499999999999999,0.3,0.4,True
"Wszystkie te spotkania, a przecież nie są to moje pierwsze, rozbiły bank!",,89,1.8,1.8,1.2,1.2,1.2,2.0,3.2,2.6,0.0,0.2,0.2,0.0499999999999999,0.0499999999999999,0.0499999999999999,0.25,0.55,0.4,True
"Dla realizacji tego celu gotów są nawet narazić bezpieczeństwo ekonomiczne Polski, nasz rozwój gospodarczy, przyszłość młodego pokolenia.",,40,1.0,2.6,3.6,2.0,3.8,1.0,1.6,3.2,1.0,0.0,0.4,0.65,0.25,0.7,0.0,0.15,0.55,True
"Trzeba to ludziom powiedzieć, a nie kłamać, że będzie jakiś dodatkowy węgiel, który trafi do odbiorców indywidualnych jeszcze tej zimy - podkreśla w rozmowie z portalem odnośnik Bogusław Ziętek, przewodniczący związku zawodowego Sierpień 80.",twitter,58,1.0,2.0,3.0,1.6,2.2,1.0,2.2,2.2,0.0,0.0,0.25,0.5,0.15,0.3,0.0,0.3,0.3,True
"W każdą niedzielę zachęcam Państwa do obejrzenia Polsat News i programu ""Prezydenci i Premierzy"", a tym razem zapraszam także na antenę TVN24, gdzie jutro, razem z Konradem Piaseckim podsumujemy bieżące wydarzenia polityczne.",,86,2.6,1.0,1.0,1.0,1.0,2.4,3.6,2.0,0.0,0.4,0.0,0.0,0.0,0.0,0.35,0.65,0.25,True
"PiS szykuje ""Nowy Ład"" spoleczno-gospodarczy odnośnik ",twitter,63,1.2,1.4,2.2,1.2,2.0,1.0,2.4,2.2,0.0,0.0499999999999999,0.0999999999999999,0.3,0.0499999999999999,0.25,0.0,0.35,0.3,True
"użytkownicy w czasie kiedy Sejm nie pracował legislacyjnie ( podkomisje, komisje) w kilkadziesiąt godzin przyjmowano paczki ustaw",twitter,88,1.0,1.6,2.2,1.8,1.4,1.2,2.4,1.6,0.0,0.0,0.15,0.3,0.2,0.0999999999999999,0.0499999999999999,0.35,0.15,True
"Niewielu było artystów, którzy w takim stopniu ukształtowali wyobraźnię kolejnych pokoleń Polaków.",,53,2.6,2.2,1.0,1.0,1.2,4.0,4.2,2.8,0.0,0.4,0.3,0.0,0.0,0.0499999999999999,0.75,0.8,0.4499999999999999,True
użytkownicy Daj tytuł.,twitter,18,1.0,1.0,1.4,1.0,1.0,1.0,2.8,1.6,0.0,0.0,0.0,0.0999999999999999,0.0,0.0,0.0,0.4499999999999999,0.15,True
"W związku z organizowanym przez Iustitię konkursem Honorowej Odznaki Iustitii z wielką przyjemnością ogłaszamy, że Kapituła Nagrody wybrała 5 Laureatów Honorowej Odznaki Iustitii 2021!",,32,3.4,1.0,1.0,1.0,1.0,3.4,4.6,3.2,0.0,0.6,0.0,0.0,0.0,0.0,0.6,0.8999999999999999,0.55,True
Hasło ma 7 liter.,,7,1.0,1.0,1.0,1.0,1.2,1.0,3.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0499999999999999,0.0,0.5,0.0999999999999999,True
"inflacja w grudniu spadła bo: Paliwa do prywatnych środków transporturok do roku -8,4",twitter,62,1.4,1.2,1.8,1.2,1.6,1.0,2.4,2.2,0.0,0.0999999999999999,0.0499999999999999,0.2,0.0499999999999999,0.15,0.0,0.35,0.3,True
"„Teraz wiedzą, że zostaną wysłuchani bez względu na rangę, jaką agresor ma w Kościele” - dodała.",,41,2.4,2.4,2.8,3.0,2.0,2.6,3.2,2.8,0.0,0.35,0.35,0.4499999999999999,0.5,0.25,0.4,0.55,0.4499999999999999,True
Zarzut: usiłowanie zabójstwa Baby Jagi.,,78,2.4,1.4,1.8,1.6,1.4,1.6,3.0,3.0,5.0,0.35,0.0999999999999999,0.2,0.15,0.0999999999999999,0.15,0.5,0.5,True
Rosjo na przód!!!,youtube,10,1.8,1.0,2.4,1.6,1.4,3.4,3.2,3.6,0.0,0.2,0.0,0.35,0.15,0.0999999999999999,0.6,0.55,0.65,True
Kiedyś będąc pod wpływem alkoholu pobił pod sklepem jednego z sąsiadów.,,1,1.0,1.2,2.0,2.4,1.8,1.0,2.4,2.2,0.0,0.0,0.0499999999999999,0.25,0.35,0.2,0.0,0.35,0.3,True
Minister edukacji: kolejna nowela prawa oświatowego nie będzie różnić się od poprzedniej,twitter,13,1.2,1.2,1.0,1.4,1.0,1.2,2.8,1.2,1.0,0.0499999999999999,0.0499999999999999,0.0,0.0999999999999999,0.0,0.0499999999999999,0.4499999999999999,0.0499999999999999,True
Liberadzki o zmianie zasad handlu emisjami CO2,,5,1.0,1.6,1.2,1.0,1.4,1.0,2.8,1.4,0.0,0.0,0.15,0.0499999999999999,0.0,0.0999999999999999,0.0,0.4499999999999999,0.0999999999999999,True
"Wierzymy, że kolejny etap tego procesu, wzmocniony środkami unijnymi z Funduszu Sprawiedliwej Transformacji pozwoli na pozytywne zakończenie tej historii.",,52,3.6,1.6,1.0,1.0,1.2,3.6,4.0,2.4,0.0,0.65,0.15,0.0,0.0,0.0499999999999999,0.65,0.75,0.35,True
Wykreślono transpłciowość z listy chorób,,25,2.2,1.0,1.2,1.0,1.0,1.2,3.6,1.8,0.0,0.3,0.0,0.0499999999999999,0.0,0.0,0.0499999999999999,0.65,0.2,True
"Pisał, że pokój zapanuje dopiero wtedy, gdy nasi przodkowie powstaną z mogił i opanują cały kosmos.",,39,1.8,1.4,1.0,1.2,1.6,1.4,2.2,1.8,1.0,0.2,0.0999999999999999,0.0,0.0499999999999999,0.15,0.0999999999999999,0.3,0.2,True
"Wieczorem odwiedziłem Tarnowskie Góry, gdzie na zaproszenie stowarzyszenia Nasz Samorząd uczestniczyłem w debacie z cyklu ""Resursa Tarnogórska"".",,84,3.2,1.0,1.0,1.0,1.0,3.2,4.0,2.0,0.0,0.55,0.0,0.0,0.0,0.0,0.55,0.75,0.25,True
użytkownicy Szacunek do pracy młodzieży - rewelacja.,twitter,70,4.0,1.0,1.0,1.0,1.0,3.4,4.2,2.8,1.0,0.75,0.0,0.0,0.0,0.0,0.6,0.8,0.4499999999999999,True
Dwaj ostatni fani wspólnej listy Donald Tusk i Włodzimierz Czarzasty,twitter,79,1.6,1.0,1.0,1.2,1.0,1.6,3.2,1.6,1.0,0.15,0.0,0.0,0.0499999999999999,0.0,0.15,0.55,0.15,True
"Potrzebujemy progresywnego systemu podatkowego, opodatkowania wielkich korporacji i biznesu oraz likwidacji liniowego podatku PIT dla przedsiębiorców.",,54,1.2,1.2,1.6,1.4,1.0,1.8,2.6,2.6,0.0,0.0499999999999999,0.0499999999999999,0.15,0.0999999999999999,0.0,0.2,0.4,0.4,True
 Czego naprawdę potrzebujemy?,,80,1.0,2.0,1.0,1.0,1.2,1.2,2.6,3.0,0.0,0.0,0.25,0.0,0.0,0.0499999999999999,0.0499999999999999,0.4,0.5,True
